ENSMUSG00000102693.2	4933401J01Rik
ENSMUSG00000070877.5	Ldlrad1
ENSMUSG00000028617.11	Lrrc42
ENSMUSG00000063172.14	Ift25
ENSMUSG00000082941.2	Gm12850
ENSMUSG00000034785.16	Dio1
ENSMUSG00000057375.14	Yipf1
ENSMUSG00000082279.2	Gm12870
ENSMUSG00000086041.2	Gm12869
ENSMUSG00000028614.15	Ndc1
ENSMUSG00002075537.1	Gm54853
ENSMUSG00000034762.10	Glis1
ENSMUSG00000028610.17	Dmrtb1
ENSMUSG00000081916.2	Gm12899
ENSMUSG00000085549.8	1700047F07Rik
ENSMUSG00002075389.1	Gm54855
ENSMUSG00000084874.5	Gm12906
ENSMUSG00000087195.2	Gm12907
ENSMUSG00000087289.4	4933424M12Rik
ENSMUSG00000087200.2	Lrp8os3
ENSMUSG00000028613.16	Lrp8
ENSMUSG00000073779.8	Lrp8os2
ENSMUSG00000028612.12	Lrp8os1
ENSMUSG00000028609.7	Magoh
ENSMUSG00000028608.16	Czib
ENSMUSG00000028607.17	Cpt2
ENSMUSG00000086713.2	4930407G08Rik
ENSMUSG00000008932.11	Slc1a7
ENSMUSG00000028600.17	Podn
ENSMUSG00000089051.3	Gm23354
ENSMUSG00000028603.16	Scp2
ENSMUSG00000098980.3	Mir6397
ENSMUSG00000028601.19	Echdc2
ENSMUSG00000034645.15	Zyg11a
ENSMUSG00000034636.10	Zyg11b
ENSMUSG00000083957.2	Gm12742
ENSMUSG00000081734.2	Gm12740
ENSMUSG00000048351.15	Coa7
ENSMUSG00000059816.6	Shisal2a
ENSMUSG00000028597.12	Gpx7
ENSMUSG00000083255.2	Gm12738
ENSMUSG00000034610.15	Tut4
ENSMUSG00000118825.1	Gm24967
ENSMUSG00000083783.2	Gm12739
ENSMUSG00000065299.3	Gm23138
ENSMUSG00000085093.2	Gm12737
ENSMUSG00000087714.3	Gm25827
ENSMUSG00000084593.3	Gm22345
ENSMUSG00000063800.6	Prpf38a
ENSMUSG00000028587.19	Orc1
ENSMUSG00000084968.2	Gm12743
ENSMUSG00000028582.15	Cc2d1b
ENSMUSG00000102912.2	Gm20731
ENSMUSG00000091985.2	Gm17354
ENSMUSG00000034557.15	Zfyve9
ENSMUSG00000082374.2	Gm12741
ENSMUSG00000028568.17	Btf3l4
ENSMUSG00000028567.9	Txndc12
ENSMUSG00000073775.5	Kti12
ENSMUSG00000003411.11	Rab3b
ENSMUSG00000082699.2	Gm12736
ENSMUSG00000086483.2	8030443G20Rik
ENSMUSG00002076737.1	Gm55125
ENSMUSG00000053510.13	Nrdc
ENSMUSG00000076444.3	Mir761
ENSMUSG00000028559.18	Osbpl9
ENSMUSG00002076501.1	Gm55242
ENSMUSG00000028558.15	Calr4
ENSMUSG00000028552.14	Eps15
ENSMUSG00000083512.2	Gm12749
ENSMUSG00000085873.3	Ttc39aos1
ENSMUSG00000028555.16	Ttc39a
ENSMUSG00000028557.11	Rnf11
ENSMUSG00000060491.15	4930522H14Rik
ENSMUSG00000077687.3	Gm22497
ENSMUSG00000087641.2	Gm12811
ENSMUSG00000082771.2	Gm12803
ENSMUSG00000059027.16	9630013D21Rik
ENSMUSG00000028551.15	Cdkn2c
ENSMUSG00000120189.1	Gm57073
ENSMUSG00000010517.8	Faf1
ENSMUSG00000083995.2	Gm12808
ENSMUSG00000085256.3	Dmrta2os
ENSMUSG00000047143.4	Dmrta2
ENSMUSG00000028546.18	Elavl4
ENSMUSG00000061298.15	Agbl4
ENSMUSG00000081813.2	Gm12806
ENSMUSG00000082348.2	Gm12807
ENSMUSG00000081068.2	Gm12804
ENSMUSG00000083904.2	Gm12805
ENSMUSG00000028545.14	Bend5
ENSMUSG00002076838.1	Gm55364
ENSMUSG00000034401.17	Spata6
ENSMUSG00000082686.2	Gm12961
ENSMUSG00000100514.2	Gm12960
ENSMUSG00000028544.15	Slc5a9
ENSMUSG00000078599.10	Skint8
ENSMUSG00000049214.14	Skint7
ENSMUSG00002076910.1	Gm55392
ENSMUSG00000089773.8	Skint1
ENSMUSG00000055960.13	Skint4
ENSMUSG00000084326.2	Gm12820
ENSMUSG00000082638.2	Gm12815
ENSMUSG00000070868.12	Skint3
ENSMUSG00000049972.5	Skint9
ENSMUSG00000081166.2	Gm12819
ENSMUSG00000083599.2	Gm12821
ENSMUSG00000034359.17	Skint2
ENSMUSG00000083753.2	Gm12814
ENSMUSG00000119614.1	Gm24099
ENSMUSG00000081066.2	Gm12817
ENSMUSG00000048766.7	Skint10
ENSMUSG00000087194.10	Skint6
ENSMUSG00000085878.2	Gm12823
ENSMUSG00000083011.2	Gm12816
ENSMUSG00000082678.2	Gm12818
ENSMUSG00000083384.2	Gm12813
ENSMUSG00000078598.12	Skint5
ENSMUSG00000080696.2	Gm12825
ENSMUSG00000118515.2	Gm53026
ENSMUSG00000057977.11	Skint11
ENSMUSG00000082825.2	Gm15741
ENSMUSG00000070867.5	Trabd2b
ENSMUSG00000100998.2	Gm28864
ENSMUSG00000085870.3	Gm12829
ENSMUSG00000085323.2	9130410C08Rik
ENSMUSG00000055198.4	Gm12830
ENSMUSG00000087923.3	Gm23230
ENSMUSG00000055210.5	Foxd2
ENSMUSG00000085399.9	Foxd2os
ENSMUSG00000044518.4	Foxe3
ENSMUSG00000028719.9	Cmpk1
ENSMUSG00000065047.3	Gm24045
ENSMUSG00000028718.17	Stil
ENSMUSG00000028717.13	Tal1
ENSMUSG00000028716.16	Pdzk1ip1
ENSMUSG00000047155.14	Cyp4x1
ENSMUSG00000086896.2	Cyp4x1os
ENSMUSG00000081823.2	Cyp4a28-ps
ENSMUSG00000082889.2	Cyp4a29-ps1
ENSMUSG00000118615.2	Gm53032
ENSMUSG00000081138.2	Gm12834
ENSMUSG00000083138.4	Cyp4a29
ENSMUSG00000066071.7	Cyp4a12a
ENSMUSG00000083190.2	Cyp4a30-ps
ENSMUSG00000078597.3	Cyp4a12b
ENSMUSG00000084415.2	Gm12837
ENSMUSG00000084346.5	Cyp4a30b
ENSMUSG00000080142.3	Gm12838
ENSMUSG00000086724.2	Gm12833
ENSMUSG00000028715.3	Cyp4a14
ENSMUSG00000066072.14	Cyp4a10
ENSMUSG00000081006.2	Cyp4b1-ps1
ENSMUSG00000028712.13	Cyp4a31
ENSMUSG00000083457.2	Cyp4b1-ps2
ENSMUSG00000063929.7	Cyp4a32
ENSMUSG00000028713.18	Cyp4b1
ENSMUSG00000082043.2	Gm12848
ENSMUSG00000081172.2	Gm12849
ENSMUSG00000034210.15	Efcab14
ENSMUSG00000044556.4	Tex38
ENSMUSG00000028710.19	Atpaf1
ENSMUSG00000028709.4	Mob3c
ENSMUSG00000028708.17	Mknk1
ENSMUSG00000100081.2	Gm29434
ENSMUSG00000073774.3	Kncn
ENSMUSG00000034185.11	Tmem275
ENSMUSG00000028707.16	Dmbx1
ENSMUSG00000034171.14	Faah
ENSMUSG00000028706.15	Nsun4
ENSMUSG00000121130.1	Gm57150
ENSMUSG00000063882.13	Uqcrh
ENSMUSG00000078238.5	Gm12854
ENSMUSG00000028703.15	Lrrc41
ENSMUSG00000028702.16	Rad54l
ENSMUSG00000028700.15	Pomgnt1
ENSMUSG00000028701.5	Lurap1
ENSMUSG00000028699.10	Tspan1
ENSMUSG00000078593.3	P3r3urf
ENSMUSG00000111410.2	Gm49337
ENSMUSG00000085920.2	Gm12951
ENSMUSG00000081459.4	Llph-ps1
ENSMUSG00000028698.14	Pik3r3
ENSMUSG00000003810.15	Mast2
ENSMUSG00000082592.2	Gm12950
ENSMUSG00000028696.13	Ipp
ENSMUSG00000087299.2	Gm12953
ENSMUSG00000055900.16	Tmem69
ENSMUSG00000034042.17	Gpbp1l1
ENSMUSG00000085408.3	C530005A16Rik
ENSMUSG00000034035.19	Ccdc17
ENSMUSG00000028693.16	Nasp
ENSMUSG00000028692.15	Akr1a1
ENSMUSG00000065185.3	Gm25137
ENSMUSG00000028691.13	Prdx1
ENSMUSG00000028690.5	Mmachc
ENSMUSG00000028689.15	Ccdc163
ENSMUSG00000033985.18	Tesk2
ENSMUSG00002075917.1	Gm55750
ENSMUSG00000028688.14	Toe1
ENSMUSG00000028687.18	Mutyh
ENSMUSG00000043155.5	Hpdl
ENSMUSG00000086417.2	Gm12996
ENSMUSG00000075390.6	Rpl36-ps8
ENSMUSG00000082841.2	Gm12994
ENSMUSG00000082063.2	Gm12993
ENSMUSG00000033948.4	Zswim5
ENSMUSG00002074989.1	Gm55761
ENSMUSG00002076804.1	Gm55762
ENSMUSG00000119735.1	Gm22092
ENSMUSG00000082207.2	Gm12998
ENSMUSG00000028684.15	Urod
ENSMUSG00000046861.10	Hectd3
ENSMUSG00000086890.2	1700021J08Rik
ENSMUSG00000082249.2	Gm12997
ENSMUSG00000028683.15	Eif2b3
ENSMUSG00000088349.3	Gm22335
ENSMUSG00000028681.12	Ptch2
ENSMUSG00000073771.12	Btbd19
ENSMUSG00000121149.1	Gm57157
ENSMUSG00000047671.9	Dynlt4
ENSMUSG00000028680.15	Plk3
ENSMUSG00000033872.7	Best4-ps
ENSMUSG00000070834.6	Gm13015
ENSMUSG00000047675.16	Rps8
ENSMUSG00000064542.3	Gm22980
ENSMUSG00000065680.4	Snord38a
ENSMUSG00000064751.3	Gm26330
ENSMUSG00000092680.3	Snord55
ENSMUSG00002075817.1	Gm55786
ENSMUSG00000028678.14	Kif2c
ENSMUSG00000119227.1	Gm25099
ENSMUSG00000119142.1	Gm23143
ENSMUSG00000119459.1	Gm23287
ENSMUSG00000086482.2	1700012C08Rik
ENSMUSG00000060268.13	Armh1
ENSMUSG00000048772.16	Tmem53
ENSMUSG00000028677.20	Rnf220
ENSMUSG00000085749.2	Gm12843
ENSMUSG00000086876.2	Gm12828
ENSMUSG00000087228.3	Gm12827
ENSMUSG00000083446.2	Gm12826
ENSMUSG00000033423.17	Eri3
ENSMUSG00002075360.1	Gm55822
ENSMUSG00000009640.12	Dmap1
ENSMUSG00000086320.2	Gm12840
ENSMUSG00000108127.3	Klf18
ENSMUSG00000084260.2	Gm12844
ENSMUSG00000048626.6	Klf17
ENSMUSG00000120084.1	Gm57127
ENSMUSG00000083507.2	Gm12842
ENSMUSG00000028542.18	Slc6a9
ENSMUSG00000091237.2	Gm17114
ENSMUSG00000078588.11	Ccdc24
ENSMUSG00000028541.15	B4galt2
ENSMUSG00000085278.2	Gm12841
ENSMUSG00000033379.14	Atp6v0b
ENSMUSG00000028540.7	Dph2
ENSMUSG00000033365.15	Ipo13
ENSMUSG00000028539.15	Artn
ENSMUSG00000028538.13	St3gal3
ENSMUSG00000086554.3	9530034E10Rik
ENSMUSG00000033326.16	Kdm4a
ENSMUSG00000088303.4	Gm23382
ENSMUSG00000033295.15	Ptprf
ENSMUSG00000098596.3	Mir7226
ENSMUSG00000006395.18	Hyi
ENSMUSG00000033253.19	Szt2
ENSMUSG00000006392.17	Med8
ENSMUSG00000006390.16	Elovl1
ENSMUSG00000006398.16	Cdc20
ENSMUSG00000081921.2	Gm12858
ENSMUSG00000006389.14	Mpl
ENSMUSG00000033191.15	Tie1
ENSMUSG00000080857.2	Gm12859
ENSMUSG00000081233.2	Gm12857
ENSMUSG00000028536.13	2610528J11Rik
ENSMUSG00000050854.10	Tmem125
ENSMUSG00000028730.15	Cfap57
ENSMUSG00000120991.1	Gm57126
ENSMUSG00000028729.16	Ebna1bp2
ENSMUSG00000085292.2	Gm12853
ENSMUSG00000043698.10	Or13p10
ENSMUSG00000086521.4	Or13p9-ps1
ENSMUSG00000043383.6	Or13p4
ENSMUSG00000046790.8	Or13p3
ENSMUSG00000070821.7	Or13p8
ENSMUSG00000070820.4	Or13p5
ENSMUSG00000095218.4	Or10ak14
ENSMUSG00000111159.2	Or10ak13
ENSMUSG00000081474.2	Gm12855
ENSMUSG00000066061.7	Or10ak12
ENSMUSG00000110947.2	Or10ak11
ENSMUSG00000083336.3	Or10ak10-ps1
ENSMUSG00000073769.5	Or10ak9
ENSMUSG00000073768.4	Or10ak16
ENSMUSG00000096705.2	Or10ak8
ENSMUSG00000111259.3	Or10ak7
ENSMUSG00000084133.2	Gm12856
ENSMUSG00000073765.7	Gm12863
ENSMUSG00000024903.11	Lao1
ENSMUSG00000085895.2	Gm12861
ENSMUSG00000089591.3	Gm24352
ENSMUSG00000087238.2	Gm12865
ENSMUSG00000082143.2	Gm12864
ENSMUSG00000087464.2	Gm12862
ENSMUSG00000066060.6	Gm12866
ENSMUSG00000120044.1	Gm35510
ENSMUSG00000120599.1	Gm57088
ENSMUSG00000028645.12	Slc2a1
ENSMUSG00000088552.3	Mir1957a
ENSMUSG00000086683.2	Gm12867
ENSMUSG00000085505.2	Gm12868
ENSMUSG00000045268.14	Zfp691
ENSMUSG00000028644.18	Ermap
ENSMUSG00000028643.12	Svbp
ENSMUSG00000078584.10	AU022252
ENSMUSG00000028642.8	Tmem269
ENSMUSG00000085626.2	Gm12898
ENSMUSG00000028641.17	P3h1
ENSMUSG00000085203.2	Gm12927
ENSMUSG00000066058.12	Cldn19
ENSMUSG00000028639.15	Ybx1
ENSMUSG00000102819.2	Gm37817
ENSMUSG00000060288.14	Ppih
ENSMUSG00000028637.17	Ccdc30
ENSMUSG00000083836.2	Ldha-ps2
ENSMUSG00000118403.2	Gm50484
ENSMUSG00000028636.15	Ppcs
ENSMUSG00000070806.6	Zmynd12
ENSMUSG00000048899.9	Rimkla
ENSMUSG00000082009.2	Gm12954
ENSMUSG00000082814.2	Gm12956
ENSMUSG00000080773.2	Gm12955
ENSMUSG00000084379.2	Gm12957
ENSMUSG00000119323.1	Rnu6-ps2
ENSMUSG00000087385.9	Frg2f1
ENSMUSG00000032998.17	Foxj3
ENSMUSG00000081678.2	Gm12959
ENSMUSG00000023247.3	Guca2a
ENSMUSG00000032978.15	Guca2b
ENSMUSG00000028634.18	Hivep3
ENSMUSG00000120931.1	Gm38632
ENSMUSG00000115115.2	Gm55960
ENSMUSG00000028635.8	Edn2
ENSMUSG00000052135.9	Foxo6
ENSMUSG00000084929.3	Foxo6os
ENSMUSG00000000085.17	Scmh1
ENSMUSG00000047518.4	Slfnl1
ENSMUSG00000028633.8	Ctps
ENSMUSG00000091297.4	Gm8439
ENSMUSG00000086187.3	Gm12860
ENSMUSG00000110389.2	Gm45579
ENSMUSG00000070803.7	Cited4
ENSMUSG00000028631.8	Kcnq4
ENSMUSG00000032897.18	Nfyc
ENSMUSG00000065490.3	Mir30c-1
ENSMUSG00000119752.1	Mir30e
ENSMUSG00000118731.1	Mir30f
ENSMUSG00002076639.1	Gm55973
ENSMUSG00000032890.18	Rims3
ENSMUSG00000082200.2	Gm12871
ENSMUSG00000089381.4	Gm24678
ENSMUSG00000028629.10	Exo5
ENSMUSG00000064141.15	Zfp69
ENSMUSG00000032870.9	Smap2
ENSMUSG00000106436.3	Mir7015
ENSMUSG00000028626.6	Col9a2
ENSMUSG00000043207.11	Zmpste24
ENSMUSG00002076811.1	Gm55974
ENSMUSG00000088168.3	Gm23540
ENSMUSG00000078577.4	Tmco2
ENSMUSG00000081423.2	Gm12882
ENSMUSG00000082891.2	Sec61g-ps3
ENSMUSG00000081305.2	Gm12879
ENSMUSG00002076717.1	Gm55975
ENSMUSG00000049878.14	Rlf
ENSMUSG00000080706.2	Gm12890
ENSMUSG00000073764.3	Gm12888
ENSMUSG00000083941.2	Gm12889
ENSMUSG00000083901.2	Gm12885
ENSMUSG00000081465.2	Gm12884
ENSMUSG00000081667.2	Gm12883
ENSMUSG00000078576.2	Gm12886
ENSMUSG00000082821.2	Gm12880
ENSMUSG00000088418.3	Gm26162
ENSMUSG00000078575.3	Gm12887
ENSMUSG00000083615.2	Gm12878
ENSMUSG00000083679.2	Gm12892
ENSMUSG00000083558.2	Gm12896
ENSMUSG00000083949.2	Gm12897
ENSMUSG00000083867.2	Gm12893
ENSMUSG00000083365.2	Gm12895
ENSMUSG00000081377.2	Gm12877
ENSMUSG00000084196.2	Gm12874
ENSMUSG00000080871.2	Gm12875
ENSMUSG00000083109.4	Gm12876
ENSMUSG00000023263.4	9530002B09Rik
ENSMUSG00000084082.2	Gm12872
ENSMUSG00000083494.2	Gm12873
ENSMUSG00000028657.15	Ppt1
ENSMUSG00000028656.15	Cap1
ENSMUSG00000120567.1	Gm57091
ENSMUSG00000080929.2	Gm12891
ENSMUSG00000028655.12	Mfsd2a
ENSMUSG00000086443.2	4933421A08Rik
ENSMUSG00000028654.14	Mycl
ENSMUSG00000028653.17	Trit1
ENSMUSG00000086153.2	Gm12923
ENSMUSG00000002384.3	Bmp8b
ENSMUSG00000102997.2	Gm17244
ENSMUSG00000076438.6	Oxct2b
ENSMUSG00000028651.13	Ppie
ENSMUSG00000046093.10	Hpcal4
ENSMUSG00000054958.7	Nt5c1a
ENSMUSG00000032744.5	Heyl
ENSMUSG00000083720.2	Gm12901
ENSMUSG00000011257.20	Pabpc4
ENSMUSG00000082634.2	Gm12900
ENSMUSG00000120655.1	Gm57113
ENSMUSG00000064655.3	Gm25788
ENSMUSG00000065778.3	Gm22154
ENSMUSG00000118657.2	Gm55994
ENSMUSG00000032726.13	Bmp8a
ENSMUSG00000076436.2	Oxct2a
ENSMUSG00000028649.23	Macf1
ENSMUSG00000081528.2	Gm12924
ENSMUSG00002076881.1	Gm56089
ENSMUSG00000099005.3	Mir6398
ENSMUSG00000081585.2	Gm12926
ENSMUSG00000087307.2	Gm12925
ENSMUSG00000081170.2	Gm12922
ENSMUSG00000028648.14	Ndufs5
ENSMUSG00000023075.10	Akirin1
ENSMUSG00000043333.13	Rhbdl2
ENSMUSG00000086275.2	1700121C08Rik
ENSMUSG00000082310.2	Gm12904
ENSMUSG00000073761.3	4933427I04Rik
ENSMUSG00000080993.2	Gm12903
ENSMUSG00000120887.1	Gm57115
ENSMUSG00000028647.14	Mycbp
ENSMUSG00000085875.4	Gm12905
ENSMUSG00000028646.17	Rragc
ENSMUSG00000082515.2	Gm12902
ENSMUSG00000103541.2	Gm37667
ENSMUSG00000086087.2	Gm12916
ENSMUSG00000086955.2	1700021L23Rik
ENSMUSG00000086978.2	4933435F18Rik
ENSMUSG00002074918.1	Gm56092
ENSMUSG00000084757.9	1700057H15Rik
ENSMUSG00000098760.2	Gm2164
ENSMUSG00000073759.7	4933407E24Rik
ENSMUSG00000090125.4	Pou3f1
ENSMUSG00000028907.8	Utp11
ENSMUSG00002075570.1	Gm56093
ENSMUSG00000032643.13	Fhl3
ENSMUSG00000028902.5	Sf3a3
ENSMUSG00000083104.2	Gm12917
ENSMUSG00000076271.3	Mir697
ENSMUSG00000086589.2	Gm12915
ENSMUSG00002075477.1	Gm56094
ENSMUSG00000028894.19	Inpp5b
ENSMUSG00000076119.3	Mir698
ENSMUSG00000028890.14	Mtf1
ENSMUSG00002075098.1	Gm56097
ENSMUSG00000078570.11	1110065P20Rik
ENSMUSG00000028889.18	Yrdc
ENSMUSG00000042763.10	Maneal
ENSMUSG00000028876.8	Epha10
ENSMUSG00000085263.2	1700125G02Rik
ENSMUSG00000028873.17	Cdca8
ENSMUSG00000044730.18	Airim
ENSMUSG00000087011.2	Gm12930
ENSMUSG00000028871.8	Rspo1
ENSMUSG00000028869.14	Gnl2
ENSMUSG00000080934.2	Gm12931
ENSMUSG00000042707.7	Dnali1
ENSMUSG00000050213.7	Snip1
ENSMUSG00000086342.2	Gm12932
ENSMUSG00000028863.14	Meaf6
ENSMUSG00000042677.8	Zc3h12a
ENSMUSG00000120223.1	Gm32611
ENSMUSG00000087010.2	1700041M05Rik
ENSMUSG00000001985.10	Grik3
ENSMUSG00000082062.2	Ftl2-ps
ENSMUSG00000119232.1	Mir692-2
ENSMUSG00000085562.8	2610028E06Rik
ENSMUSG00000120235.1	Gm57079
ENSMUSG00000028859.15	Csf3r
ENSMUSG00000028861.14	Mrps15
ENSMUSG00000042616.9	Oscp1
ENSMUSG00000079942.6	Rpl28-ps3
ENSMUSG00000050188.9	Lsm10
ENSMUSG00000042608.16	Stk40
ENSMUSG00000086961.2	Gm12946
ENSMUSG00000050212.5	Eva1b
ENSMUSG00000073758.11	Sh3d21
ENSMUSG00000043962.17	Thrap3
ENSMUSG00000084504.3	Gm25323
ENSMUSG00000028849.18	Map7d1
ENSMUSG00000120228.1	Gm57069
ENSMUSG00000028847.9	Trappc3
ENSMUSG00000056174.9	Col8a2
ENSMUSG00000042558.17	Adprs
ENSMUSG00000028845.16	Tekt2
ENSMUSG00000087394.2	Gm12945
ENSMUSG00000028842.16	Ago3
ENSMUSG00000041530.18	Ago1
ENSMUSG00000084099.2	Gm12929
ENSMUSG00000082381.2	Gm12928
ENSMUSG00000042500.12	Ago4
ENSMUSG00000083461.2	Gm12935
ENSMUSG00000082888.2	Gm12934
ENSMUSG00000042489.16	Clspn
ENSMUSG00000098831.3	Mir7119
ENSMUSG00000081319.2	Gm12936
ENSMUSG00000073755.5	5730409E04Rik
ENSMUSG00000081210.2	Gm12933
ENSMUSG00000028837.9	Psmb2
ENSMUSG00000042477.8	Tfap2e
ENSMUSG00000028833.14	Ncdn
ENSMUSG00000028830.15	AU040320
ENSMUSG00000082498.2	Gm12937
ENSMUSG00000077780.3	Gm24161
ENSMUSG00000088984.3	Gm25604
ENSMUSG00000042446.17	Zmym4
ENSMUSG00000081609.2	Gm12939
ENSMUSG00000028820.15	Sfpq
ENSMUSG00000085334.8	Gm12940
ENSMUSG00000084088.2	Gm12941
ENSMUSG00000043872.15	Zmym1
ENSMUSG00000084149.2	Gm12944
ENSMUSG00000042408.14	Zmym6
ENSMUSG00000088982.3	Gm25600
ENSMUSG00000070737.11	Tmem35b
ENSMUSG00000082220.4	Gm12943
ENSMUSG00000042388.15	Dlgap3
ENSMUSG00000042380.9	Smim12
ENSMUSG00000087987.3	Gm22221
ENSMUSG00000082047.2	Gm12948
ENSMUSG00000050234.8	Gja4
ENSMUSG00000042367.13	Gjb3
ENSMUSG00000046623.9	Gjb4
ENSMUSG00000042357.3	Gjb5
ENSMUSG00000079998.3	Gm12947
ENSMUSG00000087470.4	A630031M04Rik
ENSMUSG00000087510.2	1700112K13Rik
ENSMUSG00000028813.3	CK137956
ENSMUSG00000028804.21	Csmd2
ENSMUSG00000087459.9	Csmd2os
ENSMUSG00000048686.5	Hmgb4
ENSMUSG00000085717.2	Hmgb4os
ENSMUSG00000061894.16	Zscan20
ENSMUSG00000062545.5	Tlr12
ENSMUSG00000084891.2	Gm12958
ENSMUSG00000028796.18	Phc2
ENSMUSG00000028794.14	A3galt2
ENSMUSG00000028799.16	Zfp362
ENSMUSG00000085701.2	Gm12968
ENSMUSG00000084011.2	Gm12969
ENSMUSG00000041000.9	Trim62
ENSMUSG00000028789.17	Azin2
ENSMUSG00000085961.2	Gm15904
ENSMUSG00000120106.1	Gm57066
ENSMUSG00000028792.15	Ak2
ENSMUSG00000120256.1	Gm57070
ENSMUSG00000085085.4	1700086P04Rik
ENSMUSG00000028793.16	Rnf19b
ENSMUSG00000028786.16	Tmem54
ENSMUSG00000028785.14	Hpca
ENSMUSG00000087416.2	Gm15906
ENSMUSG00000001334.11	Fndc5
ENSMUSG00000040928.16	S100pbp
ENSMUSG00000028811.13	Yars
ENSMUSG00000050390.13	C77080
ENSMUSG00000087575.8	Gm12976
ENSMUSG00002075153.1	Gm54758
ENSMUSG00000001333.10	Sync
ENSMUSG00000057236.11	Rbbp4
ENSMUSG00000057572.16	Zbtb8os
ENSMUSG00000028807.3	Zbtb8a
ENSMUSG00000082468.2	Gm12980
ENSMUSG00000120913.1	C330020E22Rik
ENSMUSG00000048485.13	Zbtb8b
ENSMUSG00000120090.1	Gm57094
ENSMUSG00000064613.3	Gm24621
ENSMUSG00000040859.15	Bsdc1
ENSMUSG00000000411.8	Tssk3
ENSMUSG00000078554.3	Fam229a
ENSMUSG00000086336.2	Gm12979
ENSMUSG00000120122.1	Gm57067
ENSMUSG00000047945.7	Marcksl1
ENSMUSG00000028800.16	Hdac1
ENSMUSG00000000409.15	Lck
ENSMUSG00000099070.3	Mir8119
ENSMUSG00000050493.9	Fam167b
ENSMUSG00000028798.17	Eif3i
ENSMUSG00000028797.21	Tmem234
ENSMUSG00000078552.11	Dcdc2b
ENSMUSG00000040795.13	Iqcc
ENSMUSG00000028795.16	Ccdc28b
ENSMUSG00000053841.16	Txlna
ENSMUSG00000003731.14	Kpna6
ENSMUSG00000053730.16	Tmem39b
ENSMUSG00000098422.3	Mir7016
ENSMUSG00000028790.14	Khdrbs1
ENSMUSG00000080944.2	Gm12967
ENSMUSG00002076876.1	Gm54810
ENSMUSG00000120600.1	Gm57089
ENSMUSG00000121033.1	Gm57133
ENSMUSG00000028788.15	Ptp4a2
ENSMUSG00000065768.3	Gm23845
ENSMUSG00000070729.6	Gm12966
ENSMUSG00000086369.9	E330017L17Rik
ENSMUSG00000028784.15	Spocd1
ENSMUSG00000085389.9	1700003M07Rik
ENSMUSG00000028782.15	Adgrb2
ENSMUSG00000085517.8	Gm12963
ENSMUSG00000040690.16	Col16a1
ENSMUSG00000028779.17	Pef1
ENSMUSG00000028778.16	Hcrtr1
ENSMUSG00000028776.15	Tinagl1
ENSMUSG00000023120.10	Ldc1
ENSMUSG00000023232.18	Serinc2
ENSMUSG00000073752.3	Gm10570
ENSMUSG00000028773.9	Fabp3
ENSMUSG00000028772.20	Zcchc17
ENSMUSG00000074088.7	Snrnp40
ENSMUSG00000078532.10	Nkain1
ENSMUSG00000028580.16	Pum1
ENSMUSG00000065196.3	Snord85
ENSMUSG00000087449.2	Gm12971
ENSMUSG00000119649.1	Gm24091
ENSMUSG00000119144.1	Gm23711
ENSMUSG00000086548.2	Gm12972
ENSMUSG00000025743.15	Sdc3
ENSMUSG00000087451.2	Gm12970
ENSMUSG00000097224.2	Gm26716
ENSMUSG00000077381.3	Gm22660
ENSMUSG00000028581.18	Laptm5
ENSMUSG00000040533.8	Matn1
ENSMUSG00000085804.2	Gm12973
ENSMUSG00000086262.8	A930031H19Rik
ENSMUSG00000088041.3	Gm25261
ENSMUSG00000078531.4	Gm831
ENSMUSG00000087171.2	Gm12962
ENSMUSG00000086856.2	Gm16080
ENSMUSG00000028909.18	Ptpru
ENSMUSG00000028910.13	Mecr
ENSMUSG00000120687.1	Gm57095
ENSMUSG00000028911.17	Srsf4
ENSMUSG00000102602.2	A930004J17Rik
ENSMUSG00000085667.2	Gm12992
ENSMUSG00000083013.2	Gm12978
ENSMUSG00000118394.2	Gm50475
ENSMUSG00000070720.5	Tmem200b
ENSMUSG00000028906.18	Epb41
ENSMUSG00002075479.1	Gm55197
ENSMUSG00000084869.2	Gm13063
ENSMUSG00000070717.2	Gm10300
ENSMUSG00000083368.2	Gm13214
ENSMUSG00000102796.2	Gm37711
ENSMUSG00000050511.2	Oprd1
ENSMUSG00000081394.2	Gm13215
ENSMUSG00000040025.18	Ythdf2
ENSMUSG00002075354.1	Gm55199
ENSMUSG00000121669.1	ENSMUSG00000121669
ENSMUSG00000083757.4	Rps15a-ps4
ENSMUSG00000028901.14	Gmeb1
ENSMUSG00000084105.2	Gm13252
ENSMUSG00000100813.2	Gm28874
ENSMUSG00000099937.2	Gm28872
ENSMUSG00000077323.3	Rnu11
ENSMUSG00000120711.1	Gm57101
ENSMUSG00000028899.12	Taf12
ENSMUSG00000089687.3	Rab42
ENSMUSG00000086290.11	Snhg12
ENSMUSG00002075525.1	Snora16a
ENSMUSG00000065097.3	Snora16a
ENSMUSG00000064604.3	Snora44
ENSMUSG00000064949.3	Snora61
ENSMUSG00000080615.3	Snord99
ENSMUSG00000028898.16	Trnau1ap
ENSMUSG00000028896.14	Rcc1
ENSMUSG00000085241.8	Snhg3
ENSMUSG00000091021.2	Gm17300
ENSMUSG00000065353.3	Snora73b
ENSMUSG00000064387.3	Snora73a
ENSMUSG00000066043.14	Phactr4
